Title,Genre,Director,Country,Year,Rating
Я был магазинным воришкой,['Фильм нуар'],['Чарльз Ламонт'],['США'],1950,6.1
Шпионская охота,"['Фильм нуар', 'Шпионский', 'триллер']",['Джордж Шерман'],['США'],1950,6.3
Он бежал всю дорогу,['Фильм нуар'],['Джон Берри'],['США'],1951,7.0
Эбботт и Костелло в Иностранном легионе,['комедия'],['Чарльз Ламонт'],['США'],1950,6.3
Школа чемпионов,"['история, биография']",['Ральф Паппьер'],['Аргентина'],1950,7.1
Щедрое лето,['комедия'],['Борис Барнет'],['СССР'],1950,5.6
Чёрная роза,"['приключения', 'исторический']",['Генри Хэтэуэй'],"['США', 'Великобритания']",1950,6.2
Чингисхан,"['драма', 'исторический', 'военный']",['Мануэль Конде'],['Филиппины'],1950,6.8
"Человек, который обманул себя",['Фильм нуар'],['Феликс Э. Файст'],['США'],1950,6.8
Шоссе 301,['Фильм нуар'],['Эндрю Л. Стоун'],['США'],1950,6.8
Человек с марсианского летающего диска,['научная фантастика'],['Фред Брэннон'],['США'],1950,5.2
Фургонщик,['вестерн'],['Джон Форд'],['США'],1950,7.1
Чёрная рука,"['Фильм нуар', 'Гангстерский фильм']",['Ричард Торп'],['США'],1950,6.4
Хроника одной любви,['драматический фильм'],['Микеланджело Антониони'],['Италия'],1950,7.1
Улица без закона,['комедия'],['Марсель Жибо'],['Франция'],1950,4.9
Улица насилия,['фильм-драма'],['Сацуо Ямамото'],['Япония'],1950,6.8
Улицы Ларедо,['вестерн'],['Лесли Фентон'],['США'],1950,6.6
"Франциск, менестрель Божий",['драма'],['Роберто Росселлини'],['Италия'],1950,7.3
Украв однажды,['Фильм нуар'],['В. Ли Уайлдер'],['США'],1950,6.2
Фантомас против Фантомаса,['криминальный фильм'],['Робер Верне'],['Франция'],1950,6.1
Убийцы,"['нуар', 'триллер']",['Роберт Сиодмак'],['США'],1950,7.7
"Убийца, запугавший Нью-Йорк",['Фильм нуар'],['Эрл Макэвой'],['США'],1950,6.4
Тень на стене,"['Фильм нуар', 'Триллер']",['Пэт Джексон'],['США'],1950,6.7
Трудные дети,['драма'],['Жан-Пьер Мельвиль'],['Франция'],1950,6.9
Трубач,"['драма', 'музыкальный']",['Майкл Кёртис'],['США'],1950,7.2
"Там, где кончается тротуар",['нуар'],['Отто Премингер'],['США'],1950,7.6
Титаник,['пропагандистский'],"['Вернер Клинглер', 'Герберт Зельпин']",['Германия'],1950,6.1
Тайная ярость,['Фильм нуар'],['Мел Феррер'],['США'],1950,6.6
Стрелок,['вестерн'],['Генри Кинг'],['США'],1950,7.7
"Стромболи, земля Божья",['драма'],['Роберто Росселлини'],['Италия'],1950,7.2
Страх сцены,"['триллер', 'детектив']",['Альфред Хичкок'],['Великобритания'],1950,7.0
Тёмный город,['нуар'],['Уильям Дитерле'],['США'],1950,6.7
Стрелок на улицах города,['Фильм нуар'],['Фрэнк Таттл'],['Франция'],1950,6.6
Солнце заходит на рассвете,['Фильм нуар'],['Пол Слоун'],['США'],1950,6.0
Спящий город,['Фильм нуар'],['Джордж Шерман'],['США'],1950,6.7
Смелые люди,"['историко', 'приключенческая', 'драма']",['Константин Юдин'],['СССР'],1950,6.7
Станция Юнион,"['нуар', 'Триллер']",['Рудольф Мате'],['США'],1950,6.8
Стеклянный замок,['драма'],['Рене Клеман'],"['Франция', 'Италия']",1950,6.1
Скандал,['драма'],['Акира Куросава'],['Япония'],1950,7.2
Синяя лампа,"['криминальная', 'драма']",['Бэзил Дирден'],['Великобритания'],1950,6.8
Любовь к людям,['фильм-драма'],['Нобору Накамура'],['Япония'],1946,
Скалистая гора,['вестерн'],['Уильям Кайли'],['США'],1950,6.7
Сёстры Мунэката,['драма'],['Ясудзиро Одзу'],['Япония'],1950,7.3
Свидание с удачей,['комедия'],['Эмиль Э. Рейнерт'],['Франция'],1950,
Секретная миссия,"['военный фильм', 'детектив']",['Михаил Ромм'],['СССР'],1950,5.7
Саутсайд 1-1000,['Фильм нуар'],['Борис Ингстер'],['США'],1950,6.3
Рождённая вчера,['комедия'],['Джордж Кьюкор'],['США'],1950,7.5
Рождённая быть плохой,"['нуар', 'Мелодрама']",['Николас Рэй'],['США'],1950,6.6
Самсон и Далила,"['Драма', 'Мелодрама']",['Сесил Блаунт Демилль'],['США'],1950,6.8
Рио-Гранде,['вестерн'],['Джон Форд'],['США'],1950,7.0
Распрощайся с завтрашним днём,"['нуар', 'Гангстерский триллер']",['Гордон Дуглас'],['США'],1950,7.1
Расёмон,['дзидайгэки'],['Акира Куросава'],['Япония'],1950,8.2
Проклятые не плачут,['Фильм нуар'],['Винсент Шерман'],['США'],1950,7.2
Прислушайтесь к голосам моря,"['военная', 'драма']",['Хидэо Сэкигава'],['Япония'],1950,6.7
Разделительная линия,"['Фильм нуар', 'Социальная драма']",['Джозеф Лоузи'],['США'],1950,6.7
Победные крылья,"['драма', 'мелодрама']",['Ченек Дуба'],['Чехословакия'],1950,5.2
Правосудие свершилось,"['драма', 'мелодрама']",['Андре Кайат'],['Франция'],1950,7.1
По эту сторону закона,['Фильм нуар'],['Ричард Л. Бэр'],['США'],1950,6.4
Побег на рассвете,['фильм-драма'],['Сэнкити Танигути'],['Япония'],1950,7.7
Преступление в Корее,['пропагандистский фильм'],,['США'],1950,
Последние дни Помпеи,"['пеплум', 'драматический фильм']","['Л’Эрбье, Марсель', 'Паоло Моффа']","['Франция', 'Италия']",1950,5.8
